UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U102739,2,21,241,PR100363,WINDOWS,PR100036,10,7
U129251,0,0,52,Product101,WINDOWS,PR100204,0,0
U111982,2,4,1234,PR100166,WINDOWS,PR101207,9,2
U101391,5,26,68,PR100035,WINDOWS,PR100210,12,71
U119694,0,0,281,Product101,WINDOWS,Product101,0,0
U111042,3,26,244,PR100390,WINDOWS,PR100390,13,20
U103971,4,10,106,PR100390,WINDOWS,PR100325,10,7
U108257,2,1,70,PR100071,WINDOWS,PR100071,1,37
U109078,1,5,516,PR101734,MAC OS X,PR101734,0,1
U117896,0,5,335,PR100102,WINDOWS,PR100123,0,0
U135034,0,0,51,Product101,ANDROID,Product101,0,0
U112014,2,5,329,PR100101,WINDOWS,PR100086,0,39
U100499,6,50,473,PR101042,WINDOWS,PR100051,100,1762
U132368,0,0,87,Product101,WINDOWS,PR101673,0,0
U107175,4,69,2082,PR100688,WINDOWS,PR100089,41,0
U107612,4,35,1857,PR100025,WINDOWS,PR100025,13,67
U106164,3,4,76,PR100277,WINDOWS,PR100085,2,81
U117323,0,2,59,PR101451,WINDOWS,PR101451,0,0
U100347,6,59,339,PR101042,MAC OS X,PR100486,289,5395
U124072,0,1,853,PR100393,LINUX,PR100189,0,0
U108741,5,15,172,PR101042,WINDOWS,PR100694,75,385
U117068,1,10,558,PR100006,WINDOWS,PR100204,1,3
U101988,4,13,1318,PR100390,WINDOWS,PR100390,15,20
U111031,1,6,1178,PR100017,ANDROID,PR101470,1,0
U110945,1,2,66,PR100048,WINDOWS,PR100403,1,4
U104165,5,29,141,PR101042,MAC OS X,PR100489,71,313
U115425,1,2,767,PR100196,WINDOWS,PR100507,0,69
U106832,2,8,125,PR100044,WINDOWS,PR100551,3,4
U119874,0,2,1454,PR100416,MAC OS X,PR100135,0,0
U133148,0,0,72,Product101,ANDROID,PR101463,0,0
U127327,0,1,226,PR100522,WINDOWS,PR100522,0,0
U113368,2,9,1574,PR101480,WINDOWS,PR100756,7,5
U136395,0,0,115,Product101,ANDROID,PR100028,0,0
U120495,0,2,641,PR100096,MAC OS X,PR100096,0,0
U122243,0,3,928,PR100145,WINDOWS,PR100145,0,0
U103999,6,8,1109,PR100390,WINDOWS,PR100390,24,28
U114144,1,2,72,PR100000,WINDOWS,PR100000,1,47
U104566,5,20,166,PR101042,WINDOWS,PR100044,30,235
U118220,0,1,48,PR100945,WINDOWS,PR100945,0,0
U106318,4,14,367,PR100153,WINDOWS,PR100187,7,28
U111814,2,5,426,PR102194,WINDOWS,PR102194,2,17
U103557,5,9,467,PR101241,WINDOWS,PR100871,10,9
U115181,1,2,1070,PR100498,ANDROID,PR100498,1,4
U116700,1,10,82,PR100263,WINDOWS,PR100277,3,225
U119643,0,1,391,PR100138,MAC OS X,PR100138,0,0
U115157,2,13,1429,PR100145,MAC OS X,PR100578,0,6
U122943,0,10,230,PR100051,IOS,PR100128,0,0
U125008,0,1,1269,PR100241,WINDOWS,PR100241,0,0
U120961,0,1,815,PR100426,ANDROID,PR100426,0,0
U102227,5,21,1291,PR100166,UBUNTU,PR100200,39,79
U124219,0,5,282,PR100102,WINDOWS,PR100200,0,0
U125410,0,1,397,PR100283,WINDOWS,PR100283,0,0
U110969,1,8,627,PR101042,WINDOWS,PR100051,2,3
U122279,0,1,1067,PR100102,IOS,Product101,0,0
U108121,2,14,489,PR100558,ANDROID,PR101108,14,24
U102954,0,2,167,PR100166,WINDOWS,PR101537,0,0
U118711,0,3,1071,PR100591,WINDOWS,PR100591,0,0
U114651,2,7,976,PR100859,WINDOWS,PR100764,2,46
U114344,2,6,731,PR100096,WINDOWS,PR100096,2,1
U106928,3,13,295,PR106450,WINDOWS,PR100044,18,61
U103548,5,7,1793,PR100390,MAC OS X,PR100390,17,46
U119260,0,4,82,PR100906,WINDOWS,PR100906,0,0
U116388,1,5,289,PR100561,WINDOWS,PR100206,1,0
U120505,0,3,258,PR100749,ANDROID,PR100749,0,0
U103364,6,19,95,PR101042,WINDOWS,PR101367,51,546
U101655,4,20,89,PR101005,MAC OS X,PR100200,61,96
U105448,2,1,281,PR100200,ANDROID,PR100200,10,13
U100766,4,36,1228,PR100246,WINDOWS,PR101265,28,69
U124336,0,3,300,PR100390,WINDOWS,PR100390,0,0
U102024,2,7,2033,PR100390,WINDOWS,PR100083,5,11
U104595,6,5,350,PR101055,ANDROID,PR101055,4,2
U108299,1,8,246,PR100558,WINDOWS,PR101013,1,0
U120859,0,4,182,PR100910,WINDOWS,PR100489,0,0
U102842,6,28,1840,PR100390,WINDOWS,PR100130,19,18
U104386,2,11,79,PR101575,WINDOWS,PR100226,10,30
U104093,4,13,99,PR101042,WINDOWS,PR101592,74,508
U102225,6,12,520,PR101042,UBUNTU,PR101367,244,603
U118421,0,1,75,PR100017,ANDROID,Product101,0,0
U128031,0,2,290,PR100103,WINDOWS,PR100103,0,0
U125863,0,6,873,PR100166,ANDROID,PR100095,0,0
U132090,0,0,263,Product101,WINDOWS,PR100072,0,0
U122036,0,3,104,PR100145,ANDROID,PR100145,0,0
U110980,3,1,68,PR101964,WINDOWS,PR101964,3,7
U124681,0,1,46,PR100070,WINDOWS,Product101,0,0
U108541,3,5,661,PR100412,WINDOWS,PR100607,3,3
U113871,1,1,50,PR100945,ANDROID,PR100945,1,0
U106298,3,4,272,PR100121,WINDOWS,PR100121,3,16
U115845,1,1,481,PR100312,WINDOWS,PR100312,0,3
U132011,0,0,59,Product101,WINDOWS,PR101030,0,0
U100874,1,4,165,PR100003,WINDOWS,PR100450,0,11
U129820,0,0,381,Product101,WINDOWS,PR100102,0,0
U117022,1,11,56,PR100279,UBUNTU,PR105285,0,8
U109850,3,6,52,PR100872,WINDOWS,PR100219,4,12
U117031,1,3,129,PR100113,WINDOWS,PR100113,1,0
U108626,3,3,724,PR101004,LINUX,PR100522,2,5
U113182,0,8,797,PR100330,WINDOWS,PR101538,0,0
U126883,0,2,44,PR100024,WINDOWS,PR100027,0,0
U112118,1,2,143,PR100030,WINDOWS,PR101112,2,1
U120511,0,6,47,PR101164,WINDOWS,PR100623,0,0
U110183,2,2,300,PR100084,WINDOWS,PR100086,2,0
U100583,2,16,493,PR100515,ANDROID,PR100444,14,38
U119592,0,10,79,PR100051,WINDOWS,PR102617,0,0
U126697,0,3,192,PR101202,WINDOWS,PR101777,0,0
U120883,0,12,114,PR101042,ANDROID,PR101642,0,0
U133735,0,0,324,Product101,WINDOWS,PR100162,0,0
U119785,0,1,80,PR100430,ANDROID,PR100430,0,0
U124309,0,7,70,PR100553,ANDROID,PR100553,0,0
U103647,5,3,99,PR100390,WINDOWS,PR100166,17,16
U125243,0,1,930,PR100185,WINDOWS,PR100185,0,0
U106531,2,3,396,PR100234,ANDROID,PR100234,2,1
U105236,5,43,95,PR101042,WINDOWS,PR100051,81,305
U114620,1,17,125,PR100078,WINDOWS,PR100200,5,101
U117009,1,2,1297,PR100086,WINDOWS,PR101421,0,3
U100799,6,39,331,PR101042,WINDOWS,PR100051,97,111
U136885,0,0,44,Product101,ANDROID,PR101677,0,0
U107543,4,5,65,PR100017,ANDROID,PR100166,3,1
U101549,2,22,1929,PR100166,WINDOWS,PR100390,19,16
U118598,0,1,42,PR100051,WINDOWS,PR100051,0,0
U129564,0,0,533,Product101,WINDOWS,PR100287,0,0
U122743,0,4,46,PR100188,MAC OS X,PR100540,0,0
U115319,2,31,368,PR100753,WINDOWS,PR100571,7,33
U120818,0,5,112,PR100117,WINDOWS,PR100263,0,0
U108719,3,14,58,PR100166,LINUX,PR100390,46,21
U104671,5,21,290,PR100390,ANDROID,PR100364,10,6
U116749,1,10,282,PR100171,WINDOWS,PR100079,1,52
U129382,0,0,50,Product101,MAC OS X,PR100219,0,0
U130287,0,0,1148,Product101,MAC OS X,PR100166,0,0
U118151,0,1,314,PR100063,WINDOWS,PR100063,0,0
U124840,0,5,1508,PR100591,WINDOWS,PR100279,0,0
U109487,3,10,2066,PR101047,WINDOWS,PR101047,8,170
U113951,1,4,302,PR101987,WINDOWS,PR102060,3,49
U104091,1,2,55,PR100558,WINDOWS,PR100558,4,10
U128406,0,0,174,Product101,MAC OS X,PR101244,0,0
U102754,1,7,239,PR100051,WINDOWS,PR101143,0,0
U128338,0,1,641,PR100401,ANDROID,PR100401,0,0
U121405,0,2,1247,PR101105,WINDOWS,PR100565,0,0
U117363,1,8,1100,PR102306,WINDOWS,PR102303,12,74
U111609,3,7,366,PR100192,WINDOWS,PR100719,3,3
U100176,4,13,110,PR100102,ANDROID,PR103636,5,34
U107738,1,2,677,PR100413,WINDOWS,PR100330,0,3
U136080,0,0,121,Product101,WINDOWS,PR100831,0,0
U127677,0,1,950,PR100064,WINDOWS,PR100086,0,0
U104547,1,1,88,PR100950,WINDOWS,PR100950,1,0
U103416,4,11,454,PR100152,WINDOWS,PR100178,6,135
U109818,1,2,64,PR101944,WINDOWS,PR101944,2,19
U104862,5,23,1166,PR101042,UBUNTU,PR101042,73,561
U128247,0,1,1054,PR100181,WINDOWS,PR100096,0,0
U108463,1,1,75,PR101309,IOS,PR101309,1,0
U102773,2,2,46,PR100434,WINDOWS,PR100434,2,2
U105513,2,3,53,PR100137,WINDOWS,PR100507,2,321
U108300,1,3,73,PR100219,WINDOWS,PR100901,8,2
U109292,1,3,321,PR100176,WINDOWS,PR100017,1,0
U101700,3,21,816,PR100540,WINDOWS,PR100166,12,46
U102346,4,36,101,PR100390,WINDOWS,PR101251,31,32
U111367,3,8,46,PR101495,WINDOWS,PR106942,5,21
U118890,0,7,448,PR100674,WINDOWS,PR100817,0,0
U117639,1,2,1622,PR101363,WINDOWS,PR100178,1,0
U100936,6,13,44,PR101042,LINUX,PR100036,38,170
U105338,1,11,565,PR100123,MAC OS X,PR100390,16,13
U111412,2,6,216,PR100306,WINDOWS,PR100017,6,2
U107963,2,1,142,PR100192,WINDOWS,PR100192,1,0
U119164,0,4,1153,PR100522,LINUX,PR100152,0,0
U127198,0,7,348,PR100067,WINDOWS,PR100067,0,0
U105705,2,3,374,PR100102,WINDOWS,PR100166,3,14
U124159,0,4,123,PR100017,WINDOWS,PR100017,0,0
U113671,2,1,53,PR100037,WINDOWS,PR100037,3,65
U115720,2,1,46,PR100036,WINDOWS,PR100036,2,6
U120202,0,9,436,PR100166,WINDOWS,PR100166,0,0
U108819,3,24,385,PR101042,WINDOWS,PR104283,14,26
U109201,2,3,400,PR100390,WINDOWS,PR100390,4,10
U125565,0,4,123,PR100017,ANDROID,PR100017,0,0
U129560,0,0,56,Product101,WINDOWS,Product101,0,0
U117884,0,2,50,PR100114,WINDOWS,PR100047,0,0
U102963,0,1,113,PR100030,WINDOWS,PR100030,0,0
U115107,1,3,142,PR100771,WINDOWS,PR100166,2,0
U102601,4,9,807,PR100390,MAC OS X,PR100390,12,20
U125396,0,7,85,PR101042,ANDROID,PR101707,0,0
U106148,1,1,60,PR100209,WINDOWS,PR100209,2,7
U103251,0,10,900,PR101042,WINDOWS,PR101312,0,0
U100279,4,5,191,PR100702,WINDOWS,PR101049,8,44
U109306,1,1,410,PR100102,ANDROID,PR100102,1,5
U106990,1,2,55,PR100120,MAC OS X,PR100120,2,1
U100595,5,31,846,PR101042,WINDOWS,PR101367,173,1025
U105775,3,13,50,PR101042,WINDOWS,PR101042,7,90
U116701,1,2,128,PR100166,WINDOWS,PR100390,2,1
U133082,0,0,43,Product101,WINDOWS,PR101707,0,0
U121058,0,2,222,PR100017,WINDOWS,PR100166,0,0
U100734,2,10,76,PR101537,WINDOWS,PR100857,6,0
U100886,3,17,416,PR100558,WINDOWS,PR100154,21,44
U117760,0,0,79,Product101,WINDOWS,PR100428,0,0
U114938,2,11,59,PR101042,WINDOWS,PR101367,18,37
U133976,0,0,43,Product101,WINDOWS,PR100028,0,0
U115780,2,6,47,PR100469,WINDOWS,PR100197,8,4
U117157,1,2,76,PR100471,WINDOWS,PR100471,3,4
U105995,4,18,390,PR100561,WINDOWS,PR100000,9,34
U105292,5,6,118,PR100769,WINDOWS,PR100189,15,92
U101746,2,17,140,PR101042,WINDOWS,PR101452,19,32
U105867,3,26,276,PR100562,WINDOWS,PR100086,2,21
U122617,0,4,830,PR101042,MAC OS X,PR101042,0,0
U101743,2,6,58,PR100558,WINDOWS,PR100062,2,0
U118065,0,2,222,PR100822,ANDROID,PR100933,0,0
U122747,0,3,174,PR100166,WINDOWS,PR100157,0,0
U114516,1,1,542,PR100044,ANDROID,PR100044,1,0
U135256,0,0,2116,Product101,WINDOWS,PR101154,0,0
U111779,2,1,119,PR100012,ANDROID,PR100130,1,0
U125845,0,1,46,PR100444,WINDOWS,PR100444,0,0
U122084,0,4,118,PR100181,WINDOWS,PR100181,0,0
U117177,1,8,130,PR103262,MAC OS X,PR103262,2,0
U113190,1,4,87,PR101451,WINDOWS,PR101451,2,31
U106159,1,5,77,PR100919,WINDOWS,PR100013,0,0
U102788,3,12,55,PR101042,WINDOWS,PR101042,23,398
U110133,1,2,155,PR100166,WINDOWS,PR100166,0,0
U132244,0,0,46,Product101,WINDOWS,PR101058,0,0
U108858,2,4,812,PR100014,WINDOWS,PR100005,2,1
U107406,2,6,554,PR100102,ANDROID,PR100430,6,20
U101064,6,38,1786,PR101042,WINDOWS,PR101367,133,790
U122501,0,10,430,PR100123,WINDOWS,PR101800,0,0
U102878,3,12,1122,PR100736,WINDOWS,PR101657,10,8
U131621,0,0,627,Product101,WINDOWS,PR100030,0,0
U100689,6,16,673,PR101042,WINDOWS,PR101367,28,97
U121433,0,2,873,PR101024,LINUX,PR101024,0,0
U130146,0,0,59,Product101,WINDOWS,PR100083,0,0
U123843,0,1,209,PR101546,WINDOWS,PR101546,0,0
U135307,0,0,48,Product101,ANDROID,PR100906,0,0
U109419,3,4,175,PR100185,WINDOWS,PR100500,4,19
U106581,1,2,1041,PR101258,ANDROID,PR100017,2,1
U126838,0,1,113,PR100330,WINDOWS,PR100330,0,0
U118757,0,2,434,PR100119,ANDROID,PR100119,0,0
U105263,4,7,307,PR100072,WINDOWS,PR100072,54,179
U100034,4,78,452,PR100515,WINDOWS,PR100812,70,27
U123725,0,25,227,PR100673,WINDOWS,PR100673,0,0
U101383,2,8,426,PR100248,MAC OS X,PR100192,5,38
U117032,1,3,47,PR101101,WINDOWS,PR101101,0,18
U102619,1,2,238,PR100859,WINDOWS,PR100859,3,2
U100813,5,16,1100,PR100166,ANDROID,PR100390,15,20
U135366,0,0,66,Product101,WINDOWS,PR101265,0,0
U124686,0,1,445,PR100475,WINDOWS,PR100475,0,0
U110384,2,2,2169,PR101744,ANDROID,PR101277,2,3
U102488,5,10,68,PR100495,WINDOWS,PR100495,3,54
U105367,1,10,54,PR100515,ANDROID,PR100102,11,47
U122780,0,2,237,PR100060,UBUNTU,PR101034,0,0
U106483,4,17,125,PR101003,ANDROID,PR100694,25,16
U114695,1,1,378,PR100806,WINDOWS,PR100806,1,53
U106572,3,9,412,PR100771,WINDOWS,PR100339,3,97
U101529,6,5,1346,PR100390,WINDOWS,PR100390,35,29
U128354,0,2,657,PR100134,WINDOWS,PR101967,0,0
U114075,1,8,222,PR100051,WINDOWS,PR100166,1,2
U102892,0,14,835,PR100123,WINDOWS,PR100390,0,0
U103200,6,38,72,PR101042,WINDOWS,PR100433,50,405
U103463,3,5,151,PR100017,WINDOWS,PR100017,3,10
U108371,1,3,199,PR100017,ANDROID,PR100017,4,7
U100503,6,18,167,PR101042,WINDOWS,PR100811,72,940
U128467,0,0,796,Product101,WINDOWS,PR100673,0,0
U131110,0,0,61,Product101,LINUX,PR100873,0,0
U111353,1,1,373,PR100022,ANDROID,PR100022,1,0
U105062,2,7,108,PR100102,ANDROID,PR100498,7,10
U108339,2,13,548,PR100263,MAC OS X,PR104957,10,387
U112195,2,5,51,PR100475,WINDOWS,PR100244,10,69
U107683,2,6,73,PR100113,WINDOWS,PR101530,1,6
U103674,3,4,84,PR100166,WINDOWS,PR100017,3,4
U102335,0,0,75,Product101,WINDOWS,Product101,0,0
U109483,0,2,1076,PR100390,WINDOWS,PR101534,0,0
U101716,2,4,137,PR101651,MAC OS X,PR101651,1,7
U109802,2,3,57,PR100244,WINDOWS,PR100244,4,6
U119709,0,3,125,PR101623,ANDROID,PR100123,0,0
U107747,2,3,197,PR100172,ANDROID,PR100642,13,0
U128409,0,0,721,Product101,WINDOWS,PR100287,0,0
U114007,2,14,1786,PR100282,LINUX,PR100688,9,6
U126781,0,1,645,PR100037,WINDOWS,PR100037,0,0
U126748,0,4,47,PR100113,WINDOWS,PR100885,0,0
U105324,5,32,1209,PR101042,WINDOWS,PR100606,6,3
U122149,0,1,78,PR100321,WINDOWS,PR100321,0,0
U129380,0,0,92,Product101,MAC OS X,PR100145,0,0
U121182,0,7,1159,PR101042,WINDOWS,PR101706,0,0
U111264,1,1,79,PR100481,WINDOWS,Product101,0,19
U103534,4,11,226,PR101042,WINDOWS,PR100051,20,280
U106624,4,12,167,PR100850,WINDOWS,PR100677,9,5
U111501,1,1,303,PR100064,WINDOWS,PR100064,1,0
U100533,3,3,630,PR100467,LINUX,PR100467,4,0
U117549,1,1,543,PR101314,WINDOWS,PR101314,1,7
U125965,0,1,42,PR100095,WINDOWS,PR100095,0,0
U113974,1,5,44,PR100390,ANDROID,PR100986,1,0
U107395,1,4,511,PR100040,ANDROID,PR100040,3,5
U114683,1,1,59,PR100055,WINDOWS,PR100450,1,37
U122824,0,1,118,PR100024,WINDOWS,Product101,0,0
U124939,0,3,768,PR100136,MAC OS X,PR100248,0,0
U120269,0,1,102,PR101268,WINDOWS,PR100133,0,0
U130398,0,0,349,Product101,ANDROID,PR101049,0,0
U121918,0,5,801,PR100051,ANDROID,PR101020,0,0
U106702,3,14,51,PR100737,ANDROID,PR100386,4,1
U127250,0,2,45,PR100070,WINDOWS,PR100070,0,0
U103899,2,10,263,PR100420,WINDOWS,PR100025,3,4
U113528,2,7,393,PR100085,LINUX,PR100446,5,4
U133815,0,0,681,Product101,WINDOWS,PR102471,0,0
U124013,0,1,57,PR100499,WINDOWS,PR100499,0,0
U116028,1,4,653,PR100134,WINDOWS,PR100134,1,0
U103598,3,6,485,PR100773,WINDOWS,PR100898,2,84
U103161,6,33,197,PR101042,LINUX,PR102189,74,503
U112473,1,5,1187,PR100366,WINDOWS,PR100368,5,15
U106090,3,8,44,PR100312,WINDOWS,PR100312,7,3
U128990,0,0,46,Product101,WINDOWS,PR100250,0,0
U127426,0,0,280,Product101,ANDROID,PR101814,0,0
U100736,3,26,239,PR102142,WINDOWS,PR100072,13,99
U121225,0,3,53,PR100661,ANDROID,PR100661,0,0
U105625,4,11,77,PR100047,WINDOWS,PR102519,8,1
U116703,1,7,827,PR101042,WINDOWS,PR101042,4,170
U103405,6,14,249,PR101042,MAC OS X,PR101367,37,466
U104275,2,5,340,PR103543,ANDROID,PR103543,4,50
U109248,1,2,81,PR100724,WINDOWS,PR100451,1,8
U133366,0,0,54,Product101,WINDOWS,Product101,0,0
U110836,1,1,543,PR100090,MAC OS X,Product101,0,1
U130662,0,0,76,Product101,WINDOWS,PR101355,0,0
U114302,1,4,89,PR100017,WINDOWS,PR100072,5,9
U100374,5,1,94,PR100166,WINDOWS,PR100166,30,0
U130971,0,0,436,Product101,LINUX,PR100189,0,0
U107585,0,0,390,Product101,WINDOWS,PR100106,0,0
U123598,0,2,129,PR100368,WINDOWS,PR100368,0,0
U119896,0,3,50,PR101194,WINDOWS,PR100113,0,0
U125778,0,3,152,PR100166,WINDOWS,PR100166,0,0
U100672,2,12,783,PR102745,WINDOWS,PR100390,2,2
U100265,1,2,546,PR100010,ANDROID,PR100010,1,0
U133460,0,0,1124,Product101,WINDOWS,PR100060,0,0
U134160,0,0,222,Product101,WINDOWS,PR100200,0,0
U119967,0,12,217,PR100390,WINDOWS,PR109858,0,0
U105336,6,12,1235,PR101154,WINDOWS,PR101099,23,6
U136105,0,0,59,Product101,WINDOWS,PR100428,0,0
U107324,4,15,315,PR100030,WINDOWS,PR100301,9,20
U134664,0,0,865,Product101,WINDOWS,PR100263,0,0
U125564,0,2,42,PR100495,WINDOWS,PR100984,0,0
U114353,1,1,151,PR102530,WINDOWS,PR102530,1,0
U124831,0,2,486,PR100250,WINDOWS,PR100250,0,0
U124584,0,8,126,PR102165,WINDOWS,PR100102,0,0
U129426,0,0,893,Product101,WINDOWS,PR100453,0,0
U124552,0,1,272,PR100121,WINDOWS,PR100121,0,0
U105939,1,12,130,PR100072,WINDOWS,PR100426,20,24
U125460,0,1,71,PR100086,WINDOWS,PR100086,0,0
U122482,0,12,239,PR100166,WINDOWS,PR100231,0,0
U101055,5,15,181,PR101042,WINDOWS,PR101367,66,918
U104788,5,6,172,PR100254,WINDOWS,PR100254,5,203
U125533,0,12,100,PR100363,MAC OS X,PR109720,0,0
U121849,0,2,380,PR100248,WINDOWS,PR100248,0,0
U105589,1,5,2256,PR100095,WINDOWS,PR100501,1,0
U114355,1,6,1092,PR100937,WINDOWS,PR101537,2,1
U115769,1,3,1620,PR101637,ANDROID,PR100102,1,0
U106471,2,13,195,PR101575,WINDOWS,PR100432,7,17
U110377,1,1,67,PR100801,ANDROID,PR100047,1,4
U109315,2,9,412,PR100080,WINDOWS,PR100080,5,6
U106116,2,10,113,PR101693,WINDOWS,PR101693,3,37
U109835,2,3,52,PR100010,ANDROID,PR100352,2,0
U126046,0,1,50,PR100739,ANDROID,PR100739,0,0
U107166,2,3,113,PR102063,ANDROID,PR102780,2,12
U123922,0,4,102,PR100017,WINDOWS,PR100390,0,0
U136053,0,0,292,Product101,WINDOWS,PR100257,0,0
U130433,0,0,81,Product101,WINDOWS,PR100257,0,0
U101189,2,4,674,PR100102,WINDOWS,PR100307,1,11
U111385,1,2,112,PR100321,UBUNTU,PR101575,1,4
U101009,5,17,275,PR100166,WINDOWS,PR100072,30,52
U106001,3,11,148,PR100166,WINDOWS,PR100390,11,12
U119119,0,5,97,PR100428,WINDOWS,PR100028,0,0
U100164,4,10,181,PR100390,WINDOWS,PR100390,48,62
U104864,3,6,2256,PR100378,WINDOWS,PR100308,10,12
U122337,0,3,110,PR100876,WINDOWS,PR100390,0,0
U128237,0,3,331,PR100017,WINDOWS,PR100390,0,0
U134751,0,0,1747,Product101,WINDOWS,PR100166,0,0
U109653,1,5,596,PR100003,WINDOWS,PR100636,1,0
U107770,3,16,761,PR100328,WINDOWS,PR100000,2,2
U109466,1,29,1168,PR100319,WINDOWS,PR101515,2,0
U110354,2,3,84,PR100481,WINDOWS,PR100200,1,1
U118979,0,3,114,PR100144,WINDOWS,PR103703,0,0
U104238,3,8,423,PR101042,LINUX,PR101367,11,146
U117322,1,1,182,PR100017,ANDROID,Product101,1,2
U123494,0,2,442,PR100052,ANDROID,PR100134,0,0
U108662,3,9,1258,PR101042,WINDOWS,PR101042,10,16
U117995,0,1,414,PR100066,ANDROID,PR100066,0,0
U110120,0,0,312,Product101,WINDOWS,PR100041,0,0
U129105,0,0,626,Product101,WINDOWS,PR100113,0,0
U119463,0,1,118,PR100060,WINDOWS,PR100060,0,0
U106560,1,1,836,PR100881,WINDOWS,PR100823,0,1
U116564,1,1,822,PR100266,ANDROID,PR100266,0,0
